Date,Time,EthSourceHwAddress,Eth.DestinationHwAddress,IPSourceAddress,TCPSourcePort,IPDestinationAddress,TCPDestinationPort,IPTotalLength,TCPSyn,TCPFin,TCPAck,TCPWindowSize,TCPAcknowledgmentNumber,TCPSequenceNumber,IPTimeToLive
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37642,10.0.0.1,3128,40,False,False,True,64240,1117278497,2700738305,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37642,10.0.0.1,3128,166,False,False,True,64240,1117278497,2700738305,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37642,40,False,False,True,64240,2700738431,1117278497,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37642,10.0.0.1,3128,663,False,False,True,64240,1117278497,2700738431,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37642,40,False,False,True,64240,2700739054,1117278497,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37642,298,False,False,True,64240,2700739054,1117278497,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37642,628,False,False,True,64240,2700739054,1117278755,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37642,10.0.0.1,3128,40,False,False,True,63394,1117279343,2700739054,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30262,145,False,False,True,64240,360140087,1152094194,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,30262,10.0.0.1,3128,129,False,False,True,63432,1152094299,360140087,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30262,40,False,False,True,64240,360140176,1152094299,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,52,True,False,False,8192,0,361849851,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,44,True,False,True,64240,361849852,373763976,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373763977,361849852,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,150,False,False,True,64240,373763977,361849852,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,40,False,False,True,64240,361849962,373763977,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,52,True,False,False,8192,0,1561679536,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,44,True,False,True,64240,1561679537,952453758,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952453759,1561679537,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,150,False,False,True,64240,952453759,1561679537,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,40,False,False,True,64240,1561679647,952453759,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,79,False,False,True,64240,361849962,373763977,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,79,False,False,True,64240,1561679647,952453759,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,557,False,False,True,64201,373764016,361849962,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,40,False,False,True,64240,361850479,373764016,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,557,False,False,True,64201,952453798,1561679647,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,40,False,False,True,64240,1561680164,952453798,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,192,False,False,True,64240,361850479,373764016,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,91,False,False,True,64049,373764168,361850479,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,192,False,False,True,64240,1561680164,952453798,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,40,False,False,True,64240,361850530,373764168,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,91,False,False,True,64049,952453950,1561680164,128
2019-07-04,05-34-43-855,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,40,False,False,True,64240,1561680215,952453950,128
2019-07-04,05-34-43-855,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,452,False,False,True,64049,373764168,361850530,128
2019-07-04,05-34-43-903,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,40,False,False,True,64240,361850942,373764168,128
2019-07-04,05-34-43-903,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,472,False,False,True,64049,952453950,1561680215,128
2019-07-04,05-34-43-903,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,40,False,False,True,64240,1561680647,952453950,128
2019-07-04,05-34-43-903,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373764168,128
2019-07-04,05-34-43-903,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373765628,128
2019-07-04,05-34-43-903,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373767088,361850942,128
2019-07-04,05-34-43-903,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373767088,128
2019-07-04,05-34-43-903,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373768548,128
2019-07-04,05-34-43-903,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373770008,361850942,128
2019-07-04,05-34-43-904,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373770008,128
2019-07-04,05-34-43-904,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373771468,128
2019-07-04,05-34-43-904,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373772928,361850942,128
2019-07-04,05-34-43-904,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373772928,128
2019-07-04,05-34-43-904,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,236,False,False,True,64240,361850942,373774388,128
2019-07-04,05-34-43-904,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373774584,361850942,128
2019-07-04,05-34-43-904,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373774584,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373776044,128
2019-07-04,05-34-43-907,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373777504,361850942,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,804,False,False,True,64240,361850942,373777504,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952453950,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952455410,128
2019-07-04,05-34-43-907,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952456870,1561680647,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952456870,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952458330,128
2019-07-04,05-34-43-907,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952459790,1561680647,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952459790,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952461250,128
2019-07-04,05-34-43-907,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952462710,1561680647,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952462710,128
2019-07-04,05-34-43-907,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,994,False,False,True,64240,1561680647,952464170,128
2019-07-04,05-34-43-907,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952465124,1561680647,128
2019-07-04,05-34-43-916,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952465124,128
2019-07-04,05-34-43-916,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952466584,128
2019-07-04,05-34-43-916,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952468044,1561680647,128
2019-07-04,05-34-43-916,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,46,False,False,True,64240,1561680647,952468044,128
2019-07-04,05-34-43-916,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373778268,128
2019-07-04,05-34-43-916,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373779728,361850942,128
2019-07-04,05-34-43-916,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373779728,128
2019-07-04,05-34-43-917,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373781188,128
2019-07-04,05-34-43-917,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373782648,361850942,128
2019-07-04,05-34-43-917,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373782648,128
2019-07-04,05-34-43-917,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373784108,128
2019-07-04,05-34-43-917,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373785568,361850942,128
2019-07-04,05-34-43-917,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373785568,128
2019-07-04,05-34-43-917,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,1500,False,False,True,64240,361850942,373787028,128
2019-07-04,05-34-43-917,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,64240,373788488,361850942,128
2019-07-04,05-34-43-917,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,430,False,False,True,64240,361850942,373788488,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952468050,128
2019-07-04,05-34-43-919,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952469510,1561680647,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952469510,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,592,False,False,True,64240,1561680647,952470970,128
2019-07-04,05-34-43-919,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952471522,1561680647,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952471522,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952472982,128
2019-07-04,05-34-43-919,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952474442,1561680647,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952474442,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,648,False,False,True,64240,1561680647,952475902,128
2019-07-04,05-34-43-919,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952476510,1561680647,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952476510,128
2019-07-04,05-34-43-919,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952477970,128
2019-07-04,05-34-43-919,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952479430,1561680647,128
2019-07-04,05-34-43-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,592,False,False,True,64240,1561680647,952479430,128
2019-07-04,05-34-43-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952479982,128
2019-07-04,05-34-43-920,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952481442,1561680647,128
2019-07-04,05-34-43-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1500,False,False,True,64240,1561680647,952481442,128
2019-07-04,05-34-43-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37648,1054,False,False,True,64240,1561680647,952482902,128
2019-07-04,05-34-43-920,50E549D02BD2,000C2916D761,192.168.137.10,37648,10.0.0.1,3128,40,False,False,True,64240,952483916,1561680647,128
2019-07-04,05-34-44-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37645,430,False,False,True,64240,361850942,373788488,128
2019-07-04,05-34-44-920,50E549D02BD2,000C2916D761,192.168.137.10,37645,10.0.0.1,3128,40,False,False,True,63850,373788878,361850942,128
2019-07-04,05-34-44-920,50E549D02BD2,000C2916D761,192.168.137.10,30314,10.0.0.1,3128,71,False,False,True,63100,21156037,1732326383,128
2019-07-04,05-34-44-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30314,40,False,False,True,64240,1732326414,21156037,128
2019-07-04,05-34-44-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30314,78,False,False,True,64240,1732326414,21156037,128
2019-07-04,05-34-45-920,50E549D02BD2,000C2916D761,192.168.137.10,30314,10.0.0.1,3128,40,False,False,True,63062,21156075,1732326414,128
2019-07-04,05-34-45-920,50E549D02BD2,000C2916D761,192.168.137.10,37642,10.0.0.1,3128,563,False,False,True,63394,1117279343,2700739054,128
2019-07-04,05-34-45-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37642,40,False,False,True,64240,2700739577,1117279343,128
2019-07-04,05-34-45-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37642,409,False,False,True,64240,2700739577,1117279343,128
2019-07-04,05-34-45-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37642,409,False,False,True,64240,2700739577,1117279343,128
2019-07-04,05-34-45-920,50E549D02BD2,000C2916D761,192.168.137.10,37642,10.0.0.1,3128,40,False,False,True,63025,1117279712,2700739577,128
2019-07-04,05-34-46-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30314,139,False,False,True,64240,1732326414,21156075,128
2019-07-04,05-34-46-920,50E549D02BD2,000C2916D761,192.168.137.10,30314,10.0.0.1,3128,40,False,False,True,62963,21156174,1732326414,128
2019-07-04,05-34-46-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30262,145,False,False,True,64240,360140176,1152094299,128
2019-07-04,05-34-46-920,50E549D02BD2,000C2916D761,192.168.137.10,30262,10.0.0.1,3128,40,False,False,True,63327,1152094404,360140176,128
2019-07-04,05-34-47-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37194,94,False,False,True,64240,3125617478,1282557927,128
2019-07-04,05-34-47-920,50E549D02BD2,000C2916D761,192.168.137.10,37194,10.0.0.1,3128,98,False,False,True,63242,1282557981,3125617478,128
2019-07-04,05-34-47-920,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37194,40,False,False,True,64240,3125617536,1282557981,128
2019-07-04,05-34-47-920,50E549D02BD2,000C2916D761,192.168.137.10,33673,192.168.137.1,139,162,False,False,True,254,2793364059,2697476437,128
2019-07-04,05-34-47-920,000C2916D761,50E549D02BD2,192.168.137.1,139,192.168.137.10,33673,40,False,False,True,255,2697476559,2793364059,128
2019-07-04,05-34-47-920,000C2916D761,50E549D02BD2,192.168.137.1,139,192.168.137.10,33673,189,False,False,True,255,2697476559,2793364059,128
2019-07-04,05-34-47-920,50E549D02BD2,000C2916D761,192.168.137.10,33673,192.168.137.1,139,40,False,False,True,254,2793364208,2697476559,128
2019-07-04,05-34-51-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30262,145,False,False,True,64240,360140176,1152094404,128
2019-07-04,05-34-51-921,50E549D02BD2,000C2916D761,192.168.137.10,30262,10.0.0.1,3128,40,False,False,True,63222,1152094509,360140176,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,36883,94,False,False,True,64240,1450127922,1498715162,128
2019-07-04,05-34-52-921,50E549D02BD2,000C2916D761,192.168.137.10,36883,10.0.0.1,3128,40,False,False,True,62995,1498715216,1450127922,128
2019-07-04,05-34-52-921,50E549D02BD2,000C2916D761,192.168.137.10,37651,10.0.0.1,3128,52,True,False,False,8192,0,1323938417,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37651,44,True,False,True,64240,1323938418,1203259600,128
2019-07-04,05-34-52-921,50E549D02BD2,000C2916D761,192.168.137.10,37651,10.0.0.1,3128,40,False,False,True,64240,1203259601,1323938418,128
2019-07-04,05-34-52-921,50E549D02BD2,000C2916D761,192.168.137.10,37651,10.0.0.1,3128,150,False,False,True,64240,1203259601,1323938418,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37651,40,False,False,True,64240,1323938528,1203259601,128
2019-07-04,05-34-52-921,50E549D02BD2,000C2916D761,192.168.137.10,30356,10.0.0.1,3128,328,False,False,True,64208,278756943,3202067329,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30356,40,False,False,True,64240,3202067617,278756943,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37651,79,False,False,True,64240,1323938528,1203259601,128
2019-07-04,05-34-52-921,50E549D02BD2,000C2916D761,192.168.137.10,37651,10.0.0.1,3128,557,False,False,True,64201,1203259640,1323938528,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37651,40,False,False,True,64240,1323939045,1203259640,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37651,196,False,False,True,64240,1323939045,1203259640,128
2019-07-04,05-34-52-921,50E549D02BD2,000C2916D761,192.168.137.10,37651,10.0.0.1,3128,91,False,False,True,64045,1203259796,1323939045,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37651,40,False,False,True,64240,1323939096,1203259796,128
2019-07-04,05-34-52-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,30356,365,False,False,True,64240,3202067617,278756943,128
2019-07-04,05-34-53-921,50E549D02BD2,000C2916D761,192.168.137.10,30356,10.0.0.1,3128,40,False,False,True,63883,278757268,3202067617,128
2019-07-04,05-34-55-921,50E549D02BD2,000C2916D761,192.168.137.10,37609,10.0.0.1,3128,1500,False,False,True,63017,584997197,2573175690,128
2019-07-04,05-34-55-921,50E549D02BD2,000C2916D761,192.168.137.10,37609,10.0.0.1,3128,136,False,False,True,63017,584997197,2573177150,128
2019-07-04,05-34-55-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37609,40,False,False,True,64240,2573177150,584997197,128
2019-07-04,05-34-55-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37609,40,False,False,True,64240,2573177246,584997197,128
2019-07-04,05-34-55-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37609,770,False,False,True,64240,2573177246,584997197,128
2019-07-04,05-34-55-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37609,770,False,False,True,64240,2573177246,584997197,128
2019-07-04,05-34-55-921,50E549D02BD2,000C2916D761,192.168.137.10,37609,10.0.0.1,3128,40,False,False,True,64240,584997927,2573177246,128
2019-07-04,05-34-55-921,50E549D02BD2,000C2916D761,192.168.137.10,37639,10.0.0.1,3128,234,False,False,True,64240,634982730,1349244444,128
2019-07-04,05-34-55-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37639,40,False,False,True,64240,1349244638,634982730,128
2019-07-04,05-34-55-921,50E549D02BD2,000C2916D761,192.168.137.10,37639,10.0.0.1,3128,86,False,False,True,64240,634982730,1349244638,128
2019-07-04,05-34-55-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37639,40,False,False,True,64240,1349244684,634982730,128
2019-07-04,05-34-55-921,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37639,103,False,False,True,64240,1349244684,634982730,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37639,10.0.0.1,3128,86,False,False,True,64177,634982793,1349244684,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37639,40,False,False,True,64240,1349244730,634982793,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,52,True,False,False,8192,0,1953208135,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,44,True,False,True,64240,1953208136,1801724288,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,40,False,False,True,64240,1801724289,1953208136,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,144,False,False,True,64240,1801724289,1953208136,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,40,False,False,True,64240,1953208240,1801724289,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,79,False,False,True,64240,1953208240,1801724289,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,557,False,False,True,64201,1801724328,1953208240,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,40,False,False,True,64240,1953208757,1801724328,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,190,False,False,True,64240,1953208757,1801724328,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,91,False,False,True,64051,1801724478,1953208757,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,40,False,False,True,64240,1953208808,1801724478,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,133,False,False,True,64051,1801724478,1953208808,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,40,False,False,True,64240,1953208901,1801724478,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,620,False,False,True,64051,1801724478,1953208901,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,40,False,False,True,64240,1953209481,1801724478,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,347,False,False,True,64051,1801724478,1953209481,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,40,False,False,True,64240,1953209788,1801724478,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,108,False,False,True,64240,1953209788,1801724478,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,78,False,False,True,63983,1801724546,1953209788,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,40,False,False,True,64240,1953209826,1801724546,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,78,False,False,True,64240,1953209826,1801724546,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,82,False,False,True,64240,1953209826,1801724584,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,40,False,False,True,63903,1801724626,1953209826,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37654,266,False,False,True,64240,1953209826,1801724626,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37639,1500,False,False,True,64240,1349244730,634982793,128
2019-07-04,05-34-56-051,000C2916D761,50E549D02BD2,10.0.0.1,3128,192.168.137.10,37639,993,False,False,True,64240,1349244730,634984253,128
2019-07-04,05-34-56-051,50E549D02BD2,000C2916D761,192.168.137.10,37639,10.0.0.1,3128,40,False,False,True,64240,634985206,1349244730,128
2019-07-04,05-34-56-144,50E549D02BD2,000C2916D761,192.168.137.10,37654,10.0.0.1,3128,124,False,False,True,63677,1801724852,1953209826,128
